"star1","star2","star3","star4","star5"
"unwind","rewarded","dryly","hairy","not_asking"
"briny","richer","heartily","shrug","not_stellar"
"dungeness","foccacia","natalie","carbonation","eww"
"molong","plusieurs","moulded","amounted","woefully"
"confess","gossip","deception","diminished","prejudice"
"sweet_potatoes","sukiyaki","sh","ethic","not_pleasant"
"maui","cello","homesick","tainted","sickness"
"adorned","lightning","quits","circumstances","minuet"
"fri","shoppers","changer","fragment","abrasive"
"carbs","disrespected","captive","mgmt","plainly"
"not_salty","confrontational","dreamed","durchschnitt","not_concerned"
"throwback","racial","leash","gouging","sleazy"
"uniqueness","symptom","hex","mofongo","not_likely"
"parmigiano","intelligence","explicitly","cancer","365"
"flawless","poisoned","horseback","mysteriously","ihr"
"super_fresh","issued","straightened","comically","bitchy"
"surety","not_blow","ornate","sawdust","not_quality"
"flabby","goofing","candid","cloyingly","trashed"
"everytime","pompous","fattiness","not_waiting","respecting"
"not_so_sure","falsely","mississippi","sporadically","revenge"
"alexandra","armpit","excruciatingly","ludicrous","comprehend"
"lug","flippant","artificially","denying","moulded"
"limoncello","attempts","overpay","not_reflect","leaven"
"creations","guideline","not_touch","sanitizer","conditioner"
"cody","crude","complimenting","totalling","not_after"
"sooooooooo","mmmmm","brenner","discrepancy","not_asked"
"not_inviting","null","hälfte","discarded","poorer"
"not_skimp","refusal","lipton","admitting","explicitly"
"trifecta","mmmm","rosé","sporadic","hastily"
"didst","flabbergasted","flawed","not_mixed","blob"
"toro","inhaled","hugging","shudder","bevor"
"marry","heartbeat","ricardo","tricked","oomph"
"mfg","lemurs","refuge","expedite","mislead"
"not_drive","investigation","cannot_recommend","disconnect","fluid"
"corey","not_minutes","pleasantry","predominantly","candid"
"asset","not_overpowering","tracy","requiring","inconsistency"
"plutôt","greg","astounding","slipping","disdain"
"natalie","eldorado","moderation","implied","staley"
"not_fancy","sludge","babaganoush","accused","vanished"
"overstaffed","disclosed","not_waiting","scam","splattered"
"nitrogen","regrettable","not_italian","symptom","correcting"
"not_excellent","unfresh","areal","furious","hk"
"not_gourmet","scurried","caprese","disbelief","dental"
"perfunctory","pissing","browning","puking","uninformed"
"convert","coughed","maggie","refunded","duped"
"not_strong","insurance","totalling","inconsiderate","flagging"
"ito","trifecta","submitted","salmonella","baffle"
"wholesome","defrost","vanessa","blatantly","not_she"
"homemade","truthful","tragic","horrified","fragte"
"guava","peril","crustacean","dispute","tainted"
"jacob","dryly","unsettling","contaminated","not_finished"
"rosé","disagreed","cannot_stand","credited","slicer"
"ricardo","grail","chamber","disappointing_experience","food_quality_ha"
"not_found","www.yelp.ca","confronted","dissatisfaction","damaged"
"pleasantry","indulgent","incompetence","moron","margarine"
"rotate","gimlet","mortified","apologizes","disturbed"
"flab","jacob","illness","cochin","saliva"
"gras","nutritious","decency","arrogance","gristly"
"vanessa","keeper","pk","bouncers","kellnerin"
"gods","gastronomic","contract","distasteful","sweep"
"not_perfect","lois","huff","tolls","strangest"
"indonesian","not_waiting","bureau","sympathy","not_mine"
"trim","bowel","credited","rubbish","pleasantry"
"bookmarked","musique","aggravation","sickening","sawdust"
"mainland","vanessa","goooood","unmemorable","advertises"
"bugger","urgent","immature","pest","emerged"
"tentative","pescatarian","cannot_believe","starve","subjected"
"shannon","steven","faves","not_informed","zurück"
"interactive","bugger","yuk","not_so_fresh","not_missing"
"venezuelan","bestir","lish","queasy","not_partake"
"variable","variable","slopped","addressing","uneasy"
"diver","bailey","adrian","marcus","ledge"
"tweaking","getaway","barf","cops","decrease"
"endive","rome","not_intrusive","scolding","not_happening"
"annoys","happy_hours","isabel","not_smile","trim"
"liven","ross","mmmmmmm","favor","sporadic"
"smokiness","australian","greasiest","defrosted","not_drunk"
"handsome","bianca","insipid","gagging","disguised"
"indecisive","autumn","overbooked","not_listen","impersonal"
"cannock","ahhhh","slime","informs","wire"
"mules","reaps","ewww","debacle","cougar"
"intro","dimmed","acknowledges","speechless","porcelain"
"toned","disgraceful","zulu","belonging","mute"
"varieties","notable_disappointed","horrendously","offending","cannot_stand"
"nerd","cockroaches","bronze","improper","not_fun"
"humongous","confront","shipwreck","shrivelled","not_consistent"
"envy","thief","unenjoyable","costumers","stun"
"couches","harassing","not_trust","bolted","rubbing"
"kitsch","boycott","not_kept","relayed","revamp"
"lattes","irresponsible","hazelnuts","lindsay","overpaid"
"drolly","mouthed","wast","corporation","geld"
"herbal","sneezed","tyler","cheque","cannot_see"
"absorb","fingernail","numbed","swiped","disconnect"
"underground","marvellous","motions","schlecht","surcharge"
"demi","poisoning","microscopic","abuse","chomps"
"dips","infuriating","not_beat","not_explain","hose"
"cannot_wait","not_updated","stank","manners","crummy"
"marvellous","personalized","scrawny","pills","variable"
"favorites","not_returned","tension","regrettable","annoys"
"special_occasions","injured","jonathan","unpleasant_experience","processing"
"dauerte","carla","excused","absolutely_lovely","redemption"
"mmmmm","addressing","negligent","legally","harvey"
"cease","fave","45","afloat","humiliated"
"addictive","verbatim","uncovered","not_toasted","extremely_rude"
"salivating","astounded","jarritos","unresponsive","inspector"
"dakota","classless","smug","sniffed","accused"
"monarch","yummiest","huckster","not_juicy","liar"
"not_rare","bolted","disproportionate","insurance","violently"
"serviceable","calculation","amends","uncovered","poor_customer_service"
"ehhhh","luis","lovingly","whopper","mortified"
"not_satisfy","advising","matthew","jackass","puking"
"bronze","tyler","salsiccia","not_follow","stormed"
"wholeheartedly","exceeds","mentaiko","disappearing","unapologetic"
"recognizes","frost","brimming","not_incredible","violation"
"breathtaking","compliments","gall","hideous","not_received"
"cain","refreshingly","scold","defrost","excuses"
"malheureusement","childish","comprehensive","haley","not_treat"
"complemented","carrie","jail","welder","issued"
"calming","glamour","sows","sickness","not_edible"
"dedication","preferences","disagreed","minuet","recooked"
"welder","thoughtfully","assault","cigarettes","goofing"
"contender","flushed","itinerary","profitable","inspected"
"exemplary","customizable","larry","not_send","abused"
"durian's","recommender","reputable","bragged","pitiful"
"inordinate","didst","balled","besonderes","not_wish"
"delights","officer","rooter","correction","not_wow"
"sandra","bagging","utmost","persuade","food_finally"
"testament","parallax","superstar","apprécié","stupidity"
"allan","russell","not_fabulous","shoddy","unsafe"
"diabla","starry","sazerac","quits","snide"
"brenner","not_washed","staley","deutlich","uneducated"
"unfulfilled","sows","not_repeat","colin","empathy"
"fatuous","assault","nancy","reused","vowing"
"satisfies","durian's","splattered","dishevelled","sewage"
"aperitif","harden","correcting","not_place","not_telling"
"solidly","utmost","bam","hastily","overcharged"
"teamwork","stubborn","groovy","überteuert","improperly"
"not_hurt","convert","loitering","nt","sexist"
"recreate","mississippi","wrinkled","not_offering","not_wanted"
"hoof","tennessee","recorded","sandra","investor"
"luxurious","praline","hurray","franklin","expiration"
"uniquely","mailed","vulgar","artificially","calls"
"bustle","food_hand","damaged","not_finished","huge_disappointment"
"soirée","rajah","mahal","optimistic","smirk"
"marissa","cancer","irritates","maricopa","abruptly"
"craft_beers","troupe","confuses","clumped","food_finally_arrived"
"fontana","camarones","reclaimed","strangest","crappier"
"gyros","distress","keeper","supervision","not_returning"
"essayer","teamwork","friendship","enforce","mumbled"
"apricot","softness","not_missing","discriminating","not_helpful"
"nirvana","fattier","urgent","pleasantry","cursing"
"steroids","caprese","mountains","not_move","crude"
"gmo","harmony","creatively","tracked","verlassen"
"leech","playful","mainland","not_today","slopped"
"terrine","kahlua","vacationing","not_present","reimburse"
"predominantly","subdued","bad_reviews","realization","turd"
"stein","dosa","enemy","überfordert","itemized"
"hoard","marriage","discrimination","not_happening","neglectful"
"whirl","finale","crawled","not_drunk","displeased"
"jo","wins","disbelief","thermostat","teaspoon"
"lan","satiated","harassing","mute","pest"
"getaway","petal","cussing","cannot_stand","toxic"
"japchae","jesse","inept","solidified","paperwork"
"imaginative","mute","deplorable","spends","flabby"
"swedish","christina","profanity","promoted","not_tip"
"overwhelm","bière","ignores","reordered","wretched"
"whimsical","meilleur","bacteria","cockroach","bonn"
"causal","bream","uneatable","audacity","disconnected"
"dependable","cruising","not_arrived","confronted","untrained"
"admire","ahhh","curtly","insulted","curdled"
"thyme","sexual","gagged","thief","saddens"
"authentically","phylum","fucked","not_a_bad_experience","robbery"
"lightning","vacationing","sydney","disgust","luke_warm"
"cheery","wimp","bogus","unapologetic","waive"
"pbx","raymond","defend","extremely_disappointed","overweight"
"roasting","fascinating","managerial","fraud","not_told"
"ganoush","briny","sexist","notable_coming","not_minutes"
"fiend","accountability","blench","overcharge","ewww"
"osso","sarcastically","not_returning","acknowledgement","debacle"
"pommel","enemy","injured","ebb","forcing"
"toujours","absolutely_terrible_service","sloooow","stupidity","boarded"
"walnuts","discrimination","kimba","unsafe","clocked"
"notably","disputed","sickening","sydney","indifference"
"simpler","overcharging","brunt","careless","examine"
"opera","puking","shiloh","desiree","costumers"
"frites","voided","retarded","voiced","laughably"
"cannot_describe","infection","frechheit","lies","tabs"
"sublime","chitchatting","cursed","anger","shutting"
"在","managerial","dissapointment","unsatisfactory","macdonald"
"notepads","bad_experiences","flabbergasted","unclean","overhaul"
"cochin","server_dint","chlorine","not_phenomenal","gassed"
"adrian","misinformed","verified","not_trained","not_overwhelmed"
"not_anytime","not_receiving","ourself","cancelling","bluntly"
"world's","disregarded","happiest","remorse","pluses"
"pasties","accountable","inspect","deleted","numbed"
"coolest","intercom","piquant","violated","hopes"
"not_exciting","crape","robins","idiotic","not_explain"
"hannah","incredulous","not_overwhelm","recording","grime"
"hoovers","gestured","holies","not_appetizing","not_melted"
"robins","not_chicken","obtrusive","kimba","microscopic"
"delightfully","delicately","headlight","not_ours","not_enjoyable"
"fantastically","signets","marcus","unwelcoming","unfresh"
"tryst","loooove","astonished","stench","hygienic"
"laurie","dreamy","unauthentic","incredulous","lecture"
"pluses","uuu","kalt","paperwork","stank"
"numbed","regulation","permission","not_wearing","tension"
"compliments","belonging","shoulders","unused","sniffed"
"pales","escarole","not_tipping","unforgivable","coughed"
"unspectacular","shattering","not_annoying","untrained","folder"
"mmm","wrongly","speechless","grudgingly","denial"
"not_offensive","bribe","not_food","cursed","gouge"
"zufrieden","limoncello","deckers","vow","undrinkable"
"fondant","notification","meilleurs","wrack","wends"
"sexologist","not_letting","improper","unbelted","errors"
"kenyon","investigate","not_provided","leadership","unrecognisable"
"besonderes","malheureusement","meticulously","unimaginative","catastrophe"
"étouffée","perfected","punished","sighed","not_seasoned"
"heartily","cannolis","innocent","agitated","flushed"
"beats","smudge","xoxo","intolerable","unspectacular"
"dreamed","bertha","advising","uninteresting","not_any"
"bevor","not_rushed","disorganization","not_rare","thinnest"
"cosy","ivan","anytime","caked","shorted"
"rea","ecstasy","rinsed","tepid","not_mentioned"
"furikake","profitable","responding","doomed","greed"
"cochinita","legume","cain","not_either","summoned"
"bloor","leticia","not_inviting","sprayed","cigarettes"
"textures","compares","not_letting","headset","expire"
"classical","hex","ernie","straighten","lumpy"
"deduction","squarely","hygienic","unpalatable","witnessing"
"tostadas","paused","scurried","mildew","impatiently"
"stretchy","not_cover","investigate","eatable","improves"
"durchschnitt","asst","fabulously","punished","drained"
"marshmallows","verdure","ron","not_belong","marketed"
"omnivore","hk","juiciest","swill","sullen"
"gobbled","wholesome","discomfort","numbed","not_seated"
"poses","heartier","not_shy","curled","inadequate"
"absinthe","classed","carrie","pissing","shoddy"
"gastronomic","rosé","jackass","earshot","captive"
"aromatic","reclaimed","smudge","undrinkable","not_attentive"
"nina","gratitude","citron","wop","sheesh"
"artfully","jenga","panoramic","flushed","scoffed"
"not_overcooked","discriminating","not_follow","uhhhh","ashtray"
"mountains","trees","eww","unspectacular","leathery"
"bourdain","boeuf","zufrieden","not_brought","reuse"
"ores","marscapone","plumbing","amends","uninviting"
"manchego","diane","fondant","thinnest","brusque"
"crustacean","libation","truthful","woefully","bloor"
"yonge","denying","expire","prejudice","not_spending"
"butterscotch","threat","diavola","rinse","perfunctory"
"gargantuan","tears","witnessing","clumpy","brownish"
"biersch","craft_beers","stabbed","stains","quench"
"tastiness","franco","marketed","comprehend","not_repeat"
"croquets","baconer","naomi","alarming","carbonation"
"quelques","decked","étouffée","jury","grisly"
"subtly","accented","not_washed","registration","diminished"
"skewered","bryan","uhhh","angst","crisis"
"obsession","cleanser","loosing","reputable","excruciatingly"
"richer","dainty","grail","fricken","not_equal"
"mainstay","venezuelan","policies","straightened","overpay"
"nettle","emerald","potted","shrunk","not_touch"
"bao","mainstay","not_place","nachdem","circumstances"
"kuala","not_outrageous","stubborn","squarely","haphazardly"
"surprises","surprises","paused","stubborn","not_gotten"
"foccacia","mornings","not_spending","not_cover","suspected"
"gentle","transport","not_moving","cannot_order","hälfte"
"tenderness","farmers","travels","not_repeat","mgmt"
"rhubarb","discriminated","unreliable","ordinance","resorted"
"evoke","mismanaged","allan","soapy","discernible"
"duper","liars","saliva","asst","clumped"
"fattening","argues","behave","loitering","abrupt"
"ahem","accuse","unctuous","deflated","food_hand"
"choppy","franchisee","gastronomic","recorded","supervision"
"shoppers","outraged","sporadically","excruciating","teenagers"
"evenings","fantastical","gras","slicer","robotic"
"earns","defended","pristine","indigestion","impacted"
"skyline","not_respond","misplaced","hälfte","distress"
"bookmark","demeaning","admitting","margarine","calculated"
"chewiness","sneezing","randy","surviving","sporadically"
"charbroiled","abused","papilla","food_hand","browning"
"dimaggio","cuss","swallowing","confuses","diaper"
"charts","uneducated","not_leaving","hugging","glaring"
"townie","actions","minute_wait_time","teenagers","facelift"
"desiree","not_suppose","dishonest","irvine","disappointingly"
"super_tasty","not_important","practices","toughest","not_present"
"tolls","honouring","filth","emerged","realization"
"unexceptional","cochin","overcharging","not_missing","lowering"
"addicting","not_now","yummmm","tragic","chalky"
"perfecter","bellman","unaccommodating","obese","tack"
"levetto","ourself","unmatched","lowering","not_clear"
"inhaled","happiest","not_skip","swallowing","cannot_give"
"deist","excellently","disabled","cannot_make","remnant"
"not_flaky","manually","recooked","cannot_see","requiring"
"not_fluffy","hairs","jerks","facet","damp"
"fav","towed","filed","stupidly","ants"
"shattering","intolerable","reporting","highly_recommender","unbearably"
"not_too_sweet","undeserved","spat","contacting","hmmmm"
"savers","indulged","egregious","rudest","thieves"
"jabistro","borne","glared","accusing","terrible_food"
"nome","reprimanded","contaminated","incompetent","vomiting"
"worth_checking","tammy","jess","harassed","rudest"
"softest","innocent","remaking","not_honor","disgrace"
"durchschnittlich","curled","lawsuit","nausea","calmly"
"rivalled","tara","voiced","insect","humiliating"
"aright","gumminess","improperly","absolutely_terrible","roach"
"salvador","foodies","dumper","injury","harassed"
"carrie","casanova","yu","boycott","awful_service"
"doctored","bordelaise","not_receiving","displeasure","crawled"
"shavings","not_rushing","recook","ignores","filth"
"crispier","eww","irate","blamed","appalling"
"verging","matthew","reiterated","putrid","nausea"
"toni","occupies","violated","crappiest","thief"
"marketed","fm","calculator","irresponsible","argued"
"middling","ansons","discoloured","not_listening","insect"
"bathe","leaven","distasteful","sneezed","refusing"
"leash","rotates","sympathy","contract","intelligence"
"hex","colin","fab","responds","injury"
"excels","textural","not_rocket","belligerent","scum"
"not_extraordinary","larry","ammonia","remaking","illness"
"quench","fricken","null","defend","unaccommodating"
"travels","raucous","fluffiest","degrading","urine"
"ronan","überteuert","super_fast_service","managerial","displeasure"
"earthy","havarti","curdled","actions","not_value"
"combinations","not_gourmet","thimble","nauseated","blatant"
"cloyingly","congrats","cozy","saltiest","ignores"
"ballroom","recorded","wrack","calls","sham"
"not_stingy","terry","也","abruptly","extremely_disappointed"
"jellyfish","sensory","hannah","laughable","unfriendly_staff"
"sateen","savory","yumm","not_answer","hostile"
"tarts","alarmed","investigation","unfreundlich","blatantly"
"trusty","spirits","monarch","nuked","mcfadden"
"baconer","toughest","iberico","bleeding","uncalled"
"petal","dogmas","suckered","scathing","demeaning"
"tangerine","jellyfish","tastings","disgustingly","dispute"
"sinus","indulging","regulation","not_anytime","marijuana"
"bisschen","director","half_empty_restaurant","reeked","not_acknowledge"
"pierogis","accompaniments","not_flaky","not_above","jerks"
"fascinating","contrasting","not_fluffy","itemized","misery"
"sleek","admitting","salvatore","teaspoon","slowest"
"staples","snowy","regrets","gestured","not_wash"
"codfish","not_bland","shutting","passive","huff"
"calmer","angie","disclosed","not_writing","shrugged"
"boozy","gargantuan","jessie","wretched","bureau"
"ahhhh","william","knowingly","disconnected","gagged"
"biscotti","reggae","scraps","retarded","motioned"
"impromptu","croquets","hormel","superlative","nauseous"
"not_dry","explored","not_fix","not_understanding","aggravation"
"styles","intimidated","accounting","delete","grossest"
"aufmerksam","fraudulent","afloat","crooked","voiced"
"banjo","food_handling","delicacies","inspect","inexcusable"
"yonaka","dishonesty","frost","deteriorated","server_dint"
"not_wow","berated","unflavoured","investigation","not_updated"
"not_five","not_value","relented","unenthusiastic","abysmal"
"personalized","crappiest","shuts","accosted","not_receiving"
"sloooow","compassion","cannot_understand","manually","stunk"
"colombian","not_wish","not_caring","deathly","lows"
"savoured","bogus","flushed","hurriedly","dissatisfaction"
"not_above","degrading","zuvorkommend","reacted","irate"
"deliciously","bs","not_moist","regulation","dept"
"happiest","lows","not_offensive","komex","injured"
"waistline","dept","sleazy","not_flaky","yuk"
"montague","surety","dhaba","saddest","eta"
"detracted","not_overbearing","relaxation","wilting","calculator"
"meticulous","surpassed","undesirable","felicia","impolite"
"not_measure","mmmmmm","umami","alexandra","idiotic"
"jessie","bootleggers","cheeks","conduct","recording"
"eaves","reimburse","hairy","shutting","arrogance"
"joan","not_writing","overprice","unexciting","rape"
"not_cutting","brunt","nt","not_freshly","not_polite"
"not_shy","shiloh","not_cover","punishment","discoloured"
"foodies","perfecter","reagan","bailed","guideline"
"not_ch","cease","lightest","pluses","not_appetizing"
"awesomely","vow","stretchy","unfresh","not_ours"
"tomahawk","delete","bakes","declining","gnat"
"lt","cops","not_raw","not_letting","nuked"
"approachable","dickeys","retrieved","stank","not_now"
"legume","boarded","discriminating","not_helping","reeked"
"rood","improper","intérieur","blech","unmemorable"
"daily_specials","lindsay","lois","doctored","broom"
"knees","not_mushy","emerged","flavorless","barely_warm"
"jury","owes","respected","alexis","insincere"
"compares","cody","not_due","not_warrant","incredulous"
"raucous","breathtaking","predict","unopened","not_writing"
"oomph","juiciest","cones","schlechte","unused"
"bam","sinfully","porcelain","dissapointing","docking"
"afghani","fever","solidified","not_offensive","unforgivable"
"bakes","awesomely","cannot_wait","writes","dissapointment"
"gta","superbly","audacity","perturbed","not_understanding"
"bouche","quibble","puked","abrasive","queasy"
"creaminess","healthiest","ewwww","plainly","ourself"
"mahal","elegantly","revolting","ihr","untouched"
"moonshine","leeches","uncaring","salvaged","entschuldigung"
"refuge","mfg","refusing","scold","not_okay"
"jenga","dhaba","boycott","marketed","robins"
"lectures","corey","repulsive","not_knowledgeable","not_again"
"indulgence","asset","salmonella","not_marinated","unidentifiable"
"potent","revenge","lindsey","refrigeration","congealed"
"lois","apprécié","flawlessly","lazily","headlight"
"babaganoush","peachy","surpasses","ply","not_chicken"
"foie","serene","not_wish","offender","overbooked"
"honourable","adventures","stupidity","confirms","deathly"
"hibiscus","complimenting","levine","hex","grossly"
"nyah","melded","snide","harden","scolding"
"indulging","generosity","sumptuous","sheesh","shoulders"
"anaheim","tartness","bad_experiences","rooter","tuff"
"classics","dana","not_telling","leathery","ehhh"
"tweak","babaganoush","irresistible","unripe","not_thoroughly"
"not_a_fancy","hoof","poisoning","powdery","not_remarkable"
"exploding","ice_cold_beer","masterfully","verbal","duelling"
"rand","soirée","indescribable","duped","chunkier"
"atomic","pristine","disregarded","excruciatingly","not_tipping"
"plush","confetti","hour_waiting","not_she","intolerable"
"accented","hehe","camille","overpay","uninteresting"
"monsieur","glitz","deleted","wrinkled","tepid"
"hefeweizen","mammies","cochin","not_raw","defrosted"
"catchy","winners","accountable","saliva","not_checking"
"goddess","gyros","charismatic","lipton","not_remove"
"dimension","tickle","mummy","mailed","crumpled"
"manly","cones","inappropriately","flawed","not_either"
"aubergine","pistachios","crude","trainee","not_cleaned"
"reggae","sourcing","ninny","not_italian","bloch"
"lucked","mainland","servicio","submitted","cannot_take"
"crunchiness","profiterole","gestured","pucks","ehhhh"
"explored","joseph","yummm","wayyyyy","horrendously"
"phylum","intimacy","not_writing","downgraded","yawn"
"kirin","tunes","unapologetically","jarred","deliberately"
"cavernous","overwhelm","not_so_fresh","overpaid","straighten"
"spacing","humiliated","refusal","terrible_food","extremely_slow"
"pibil","contacting","superlative","vomiting","not_bringing"
"intimacy","despicable","everytime","dimaggio","owes"
"beignets","infestation","not_inform","threatened","katsudon"
"parsnip","confrontation","istanbul","olivier","not_ok"
"unbedingt","pk","not_chicken","practices","scant"
"francis","jerks","hairs","banjo","eatable"
"tame","not_stars","unoccupied","harass","nonchalant"
"cello","remaking","scolding","liar","not_correct"
"acidity","impeccably","signets","violently","insufficient"
"strudel","sexist","phx","awful_service","not_freshly"
"cuisines","not_wanted","not_minutes","idiots","mahler"
"kielbasa","sinful","doomed","confront","wrongly"
"tapenade","not_pretentious","antwort","refusing","innocent"
"langoustine","savoured","swatting","scum","gossiping"
"not_stars","toddy","openness","inept","hormel"
"hallelujah","marcus","clocked","stormed","not_tender"
"perfectly_seasoned","not_heavy","bolted","hateful","unorganized"
"unbeatable","deathly","wholeheartedly","threaten","soured"
"orgasmic","washer","not_bringing","discriminate","accounting"
"jess","dennis","tabs","not_value","indistinguishable"
"perfect_amount","deist","calculation","defensive","visibly"
"expertly","zulu","reprimanded","infested","desperation"
"awesomeness","headset","crated","uncalled","not_inviting"
"immaculate","deckers","rejoice","pk","not_toasted"
"pickiest","bronze","hostage","not_acknowledge","scurried"
"docking","relayed","foodie","not_wash","pissing"
"mmmm","spraying","not_remotely","reporting","aggressively"
"bellman","myra","wrongly","pitiful","earshot"
"brett","sympa","cody","spat","uninterested"
"swoon","genial","ponytail","fingernail","uneventful"
"figs","legally","carnivores","uneducated","not_meet"
"lindsay","opal","shawn","empathy","semblance"
"meticulously","bruell","nastiness","vowing","gegangen"
"foodie","not_ch","sniffed","lawsuit","disinterested"
"applause","pates","denial","bs","not_cutting"
"leckere","zuvorkommend","atrocity","bully","unevenly"
"tara","environmentally","chemicals","inexcusable","bessere"
"rumba","not_incredible","remiss","not_telling","not_caring"
"revelation","lovingly","not_cutting","poisoning","sprucing"
"cannolis","prejudice","unrecognisable","investor","broader"
"gluttonous","summoned","bordelaise","substandard","suspicion"
"casanova","foci","writes","not_accommodate","disproportionate"
"pates","glee","homer","smirk","hack"
"bertha","adored","minuet","disregarded","unopened"
"preferences","pleaser","profitable","apathetic","not_brought"
"thoughtfully","fanciest","not_concerned","irate","misled"
"tastefully","sexologist","happy_houri","honouring","welder"
"ivan","cheesecakes","legume","tipper","not_arrive"
"understated","beats","stains","yuk","truthful"
"tantalizing","bathe","barrymore","sloooow","downgrade"
"liqueur","headquarters","bragged","mumbled","not_back"
"homesick","knees","corey","inconvenienced","not_send"
"hare","defunct","starry","intercom","stabbed"
"madeleine","princes","not_knowledgeable","stinks","overpaying"
"ornate","manginess","bruschettas","bootleggers","logic"
"awaits","hatred","sullen","reimburse","scold"
"not_huge","balled","messaged","turd","not_especially"
"franklin","candid","lazily","broom","occupies"
"lightest","cannot_order","libations","salvage","musty"
"tennessee","quench","pinkish","neglectful","persuade"
"petits","ordinance","hatred","ammonia","not_washed"
"adventures","bam","awaits","sympathetic","middling"
"bora","sandra","immune","disengaged","deception"
"hurray","classical","bewildered","carla","apprécié"
"melts","congratulations","carbonation","bellman","uhhh"
"decadence","bakes","ito","not_exciting","offender"
"fats","brenner","congrats","ourself","assault"
"nutritious","melts","not_she","not_okay","www.yelp.ca"
"rajah","mahal","gta","amateurish","quits"
"friendship","saliva","not_putting","scowl","undesirable"
"splurged","christine","surviving","headlight","gamjatang"
"griddled","omnivore","poses","not_chicken","cornstarch"
"bit_slower","habenero","teamwork","overbooked","employs"
"dogmas","pinball","director","hairs","meinte"
"caprese","hunter","anaheim","busboy","angst"
"craft_beer_selection","elizabeth","pucks","slime","pinkish"
"mammies","sympathique","gyros","overweight","nachfragen"
"sansotei","anaheim","shudder","realizes","inefficient"
"winners","sherbet","shannon","suckered","hatred"
"papilla","aplenty","worst_customer_service","ruder","balled"
"decked","tarts","vomited","half_empty_restaurant","rooter"
"pistachios","kurobuta","sarcastically","swatting","not_extraordinary"
"rapine","detour","abusive","pedicure","turnoff"
"juicier","mountains","nausea","not_food","inordinate"
"bière","sinus","insect","bloch","unripe"
"kenny","manly","rotting","not_fluffy","forgetful"
"bestir","cannock","intelligence","postdates","cashing"
"skewed","causal","poorest","inattentive_service","not_cover"
"psyched","voter","horrifying","alleged","cannot_order"
"wimp","riddance","infested","inconveniencing","bewildered"
"sweetbread","cannot_wait","unfriendly_staff","calculation","not_offering"
"infusion","harass","langoustine","katsudon","coughing"
"almonds","assaulted","unwashed","spraying","deduction"
"happy_hours","not_seating","confrontation","reprimanded","unreliable"
"tare","escalated","braddah","not_ok","excruciating"
"ted","discriminate","grunted","anaemic","bleh"
"sturdy","unparalleled","excuses","botched","unfulfilled"
"juiciness","grunted","eek","not_kept","not_raw"
"gastropod","reporting","barked","mahler","lemons"
"alyssa","drugs","not_listening","not_remotely","irritates"
"not_blown","townie","mouthed","not_measure","trainee"
"lows","levine","not_wash","bribe","unsalted"
"exquisitely","egregious","goofing","gossiping","cloyingly"
"sensational","not_phenomenal","cuss","ponytail","not_italian"
"drawback","scathing","drugs","grime","preoccupied"
"snoh","mmmmmmm","blows","microscopic","ludicrous"
"senna","docking","lies","indistinguishable","sateen"
"crape","crooked","nauseated","not_intend","not_today"
"pairings","alberto","elderflower","fared","decreased"
"seamless","salivate","saltiest","hygienic","discarded"
"bonn","gangway","unsatisfactory","bruell","thermostat"
"unpretentious","banged","muttered","scurried","unsettling"
"carla","monarch","gooooood","unflavoured","endlich"
"superlative","duelling","snoh","nastiness","ditz"
"hervorragend","not_remove","retraining","aggravating","strewn"
"delicately","openness","honouring","tension","suspiciously"
"iberico","felicia","not_returned","folder","sneeze"
"prefect","clocked","adios","uneventful","generate"
"chunkier","montague","recording","not_personable","lackadaisical"
"luscious","readability","pathetically","45","not_is"
"conflicted","bannock","bouncers","discomfort","worst_food"
"salvatore","laurie","surety","undersized","racism"
"indulged","not_overwhelmed","coagulated","not_cutting","horrible_customer_service"
"shipwreck","anytime","not_now","gouge","horrible_food"
"sympa","pales","immaculately","dashed","discriminated"
"gnudi","vacate","scathing","citron","violations"
"not_overwhelmed","gluttonous","crape","bruised","harassment"
"carnivores","haley","broom","hack","argumentative"
"ernie","understated","seamless","not_moist","nastiest"
"worlds","comprehensive","lohnt","bagging","mistreated"
"gumminess","dory","potoroo","peeved","accusing"
"jarritos","diets","contempt","protocol","abusive"
"blander","dreamed","paperwork","verging","unsympathetic"
"tastic","horseback","wretched","lauwarm","symptom"
"citron","modernized","cease","waaaaaay","harass"
"superbly","ginormous","vow","witnessing","argues"
"quibble","goreng","not_understanding","respecting","not_honor"
"lovingly","reasonable_priced","unbelted","preformed","ewwww"
"mentaiko","groovy","methinks","sows","franchisee"
"eerily","kibble","crooked","moulded","outraged"
"leticia","decadence","entschuldigung","policies","assaulted"
"brimming","gillette","amateurish","not_met","unsanitary"
"andreas","pâté","brett","captive","notable_returning"
"grinner","gropes","not_overpower","cornstarch","boycott"
"relaxation","detract","not_thoroughly","bevor","defended"
"potted","lectures","towed","marred","inept"
"textural","intérieur","hurriedly","ashtray","huffed"
"indulgent","splurged","not_remove","hatred","blaming"
"horseback","doug","reacted","inordinate","repulsive"
"squarely","tracy","nomi","not_moving","theft"
"devilish","areal","spencer","bewildered","hateful"
"serene","bodied","caller","baffle","not_welcome"
"havarti","mochiko","alexandra","fragte","rancid"
"sazerac","classique","cannot_take","not_putting","min_waiting"
